user_id,action_date,action_name,error_message,device
281283,2022-07-12,checkout_quarterly_completepayment.click.fail,"Your card was declined.",mobile
281297,2022-07-13,checkout_monthly_completepayment.click.fail,"Your card is not supported.",mobile
281299,2022-07-15,checkout_annual_completepayment.click.fail,"year field is required",desktop
281315,2022-07-12,checkout_business_completepayment.click.fail,"number field is required",desktop
281325,2022-08-05,checkout_monthly_completepayment.click.fail,"year field is required",desktop
281370,2022-07-14,checkout_lifetime_completepayment.click.fail,"year field is required",mobile
281440,2022-07-13,checkout_annual_completepayment.click.fail,"year field is required",desktop
281451,2022-07-14,checkout_annual_completepayment.click.fail,"Your card has insufficient funds.",desktop
281453,2022-07-20,checkout_annual_completepayment.click.fail,"year field is required",desktop
281527,2022-07-14,checkout_annual_completepayment.click.fail,"lastName field is required",desktop
281562,2022-11-30,checkout_annual_completepayment.click.fail,"Your card was declined.",desktop
281592,2022-07-13,checkout_annual_completepayment.click.fail,"number field is required",mobile
281671,2022-07-19,checkout_annual_completepayment.click.fail,"Your card has insufficient funds.",mobile
281685,2023-01-02,checkout_quarterly_completepayment.click.fail,"number field is required",desktop
281773,2022-07-16,checkout_monthly_completepayment.click.fail,"Your card number is incorrect.",desktop
281787,2022-07-17,checkout_annual_completepayment.click.fail,"State field is required",desktop
281796,2022-07-17,checkout_monthly_completepayment.click.fail,"year field is required",mobile
281992,2022-07-18,checkout_monthly_completepayment.click.fail,"Your card was declined.",desktop
281993,2022-07-18,checkout_annual_completepayment.click.fail,"month field is required",desktop
282033,2022-07-27,checkout_annual_completepayment.click.fail,"Your card has insufficient funds.",desktop
282040,2022-07-19,checkout_annual_completepayment.click.fail,"Your card has insufficient funds.",mobile
282049,2022-07-19,checkout_annual_completepayment.click.fail,"Your card was declined.",desktop
282066,2022-07-20,checkout_annual_completepayment.click.fail,"number field is required",desktop
282072,2022-07-19,checkout_annual_completepayment.click.fail,"year field is required",desktop
282085,2022-07-19,checkout_annual_completepayment.click.fail,"Your card has insufficient funds.",mobile
282118,2022-11-19,checkout_coins_completepayment.click.fail,"number field is required",desktop
282153,2022-07-20,checkout_annual_completepayment.click.fail,"number field is required",mobile
282158,2022-07-20,checkout_quarterly_completepayment.click.fail,"year field is required",desktop
282159,2022-07-20,checkout_annual_completepayment.click.fail,"Your card has insufficient funds.",desktop
282167,2022-07-20,checkout_annual_completepayment.click.fail,"number field is required",mobile
282172,2022-07-20,checkout_annual_completepayment.click.fail,"year field is required",mobile
282193,2022-07-21,checkout_annual_completepayment.click.fail,"Your card does not support this type of purchase.",mobile
282214,2022-07-21,checkout_annual_completepayment.click.fail,"Your card was declined.",desktop
282235,2022-07-27,checkout_annual_completepayment.click.fail,"month field is required",desktop
282273,2022-07-21,checkout_annual_completepayment.click.fail,"year field is required",desktop
282336,2022-07-23,checkout_annual_completepayment.click.fail,"year field is required",desktop
282344,2022-07-22,checkout_annual_completepayment.click.fail,"Your card was declined.",desktop
282371,2022-07-23,checkout_annual_completepayment.click.fail,"zip field is required",desktop
282380,2022-07-23,checkout_annual_completepayment.click.fail,"Your card does not support this type of purchase.",mobile
282393,2022-07-23,checkout_annual_completepayment.click.fail,"year field is required",mobile
282402,2022-07-25,checkout_annual_completepayment.click.fail,"number field is required",desktop
282408,2022-07-26,checkout_annual_completepayment.click.fail,"lastName field is required",desktop
282418,2022-11-26,checkout_annual_completepayment.click.fail,"year field is required",mobile
282429,2022-07-26,checkout_annual_completepayment.click.fail,"Your card's security code is incorrect.",desktop
282441,2022-07-28,checkout_annual_completepayment.click.fail,"Your card was declined.",desktop
282446,2022-07-23,checkout_annual_completepayment.click.fail,"Your card was declined.",desktop
282462,2022-07-24,checkout_annual_completepayment.click.fail,"Your card was declined.",mobile
282507,2022-07-27,checkout_monthly_completepayment.click.fail,"Your card was declined.",desktop
282527,2022-07-25,checkout_annual_completepayment.click.fail,"number field is required",mobile
282529,2022-07-26,checkout_annual_completepayment.click.fail,"Your card does not support this type of purchase.",desktop
282541,2022-07-25,checkout_annual_completepayment.click.fail,"lastName field is required",desktop
282542,2022-07-25,checkout_annual_completepayment.click.fail,"Your card does not support this type of purchase.",desktop
282553,2022-07-27,checkout_annual_completepayment.click.fail,"year field is required",desktop
282560,2022-07-25,checkout_annual_completepayment.click.fail,"Your card does not support this type of purchase.",desktop
282564,2022-07-26,checkout_annual_completepayment.click.fail,"year field is required",desktop
282580,2022-07-25,checkout_annual_completepayment.click.fail,"year field is required",desktop
282586,2022-07-25,checkout_annual_completepayment.click.fail,"Your card is not supported.",mobile
282595,2022-07-25,checkout_annual_completepayment.click.fail,"year field is required",desktop
282604,2022-12-16,checkout_monthly_completepayment.click.fail,"lastName field is required",desktop
282608,2022-07-25,checkout_annual_completepayment.click.fail,"year field is required",desktop
282610,2022-07-25,checkout_quarterly_completepayment.click.fail,"year field is required",desktop
282614,2022-07-25,checkout_annual_completepayment.click.fail,"Your card is not supported.",desktop
282629,2022-07-26,checkout_annual_completepayment.click.fail,"year field is required",desktop
282638,2022-07-26,checkout_monthly_completepayment.click.fail,"year field is required",desktop
282650,2022-07-26,checkout_annual_completepayment.click.fail,"Your card was declined.",desktop
282665,2022-07-26,checkout_annual_completepayment.click.fail,"year field is required",desktop
282668,2022-07-26,checkout_annual_completepayment.click.fail,"Your card has insufficient funds.",desktop
282687,2022-07-26,checkout_annual_completepayment.click.fail,"firstName field is required",desktop
282700,2022-07-26,checkout_annual_completepayment.click.fail,"Your card is not supported.",desktop
282705,2022-07-26,checkout_annual_completepayment.click.fail,"year field is required",mobile
282713,2022-07-26,checkout_annual_completepayment.click.fail,"Your card does not support this type of purchase.",desktop
282751,2022-07-29,checkout_annual_completepayment.click.fail,"Your card was declined.",desktop
282757,2022-07-27,checkout_annual_completepayment.click.fail,"number field is required",mobile
282781,2022-07-27,checkout_annual_completepayment.click.fail,"year field is required",desktop
282783,2022-07-28,checkout_annual_completepayment.click.fail,"firstName field is required",mobile
282813,2022-07-27,checkout_monthly_completepayment.click.fail,"year field is required",desktop
282818,2022-07-28,checkout_annual_completepayment.click.fail,"Your card was declined.",mobile
282825,2022-07-27,checkout_annual_completepayment.click.fail,"Your card was declined.",desktop
282829,2022-07-29,checkout_annual_completepayment.click.fail,"Your card was declined.",desktop
282847,2022-07-28,checkout_annual_completepayment.click.fail,"Your card was declined.",desktop
282864,2022-07-28,checkout_monthly_completepayment.click.fail,"Your card has insufficient funds.",desktop
282892,2022-07-28,checkout_annual_completepayment.click.fail,"year field is required",desktop
282911,2022-07-28,checkout_annual_completepayment.click.fail,"month field is required",mobile
282925,2022-07-29,checkout_annual_completepayment.click.fail,"State field is required",desktop
282929,2022-07-29,checkout_monthly_completepayment.click.fail,"Coupon Code: '10OFFSPECIAL' - Coupon code could not be found.",desktop
282937,2022-07-29,checkout_annual_completepayment.click.fail,"Your card's security code is incorrect.",desktop
282940,2022-07-29,checkout_annual_completepayment.click.fail,"number field is required",mobile
282948,2022-07-29,checkout_annual_completepayment.click.fail,"lastName field is required",desktop
282956,2022-07-29,checkout_annual_completepayment.click.fail,"number field is required",desktop
282960,2022-08-04,checkout_annual_completepayment.click.fail,"year field is required",desktop
282995,2022-08-04,checkout_annual_completepayment.click.fail,"Your card was declined.",desktop
282998,2023-01-23,checkout_annual_completepayment.click.fail,"year field is required",desktop
283005,2022-08-03,checkout_annual_completepayment.click.fail,"Your card was declined.",desktop
283023,2022-08-01,checkout_annual_completepayment.click.fail,"Your card's security code is incorrect.",mobile
283026,2022-07-29,checkout_sql-for-data-science-interviews_completepayment.click.fail,"year field is required",desktop
283029,2022-07-30,checkout_annual_completepayment.click.fail,"year field is required",desktop
283033,2022-07-30,checkout_data-strategy_completepayment.click.fail,"Your card is not supported for this currency. Please use a Visa or MasterCard card",desktop
283038,2022-07-30,checkout_annual_completepayment.click.fail,"number field is required",mobile
283075,2022-07-30,checkout_data-strategy_completepayment.click.fail,"number field is required",mobile
283116,2022-07-30,checkout_annual_completepayment.click.fail,"State field is required",desktop
283132,2022-07-30,checkout_data-strategy_completepayment.click.fail,"year field is required",mobile
283133,2022-11-27,checkout_annual_completepayment.click.fail,"year field is required",desktop
283162,2022-07-31,checkout_monthly_completepayment.click.fail,"year field is required",mobile
283239,2022-07-31,checkout_monthly_completepayment.click.fail,"Your card has insufficient funds.",desktop
283286,2022-07-31,checkout_annual_completepayment.click.fail,"Your card does not support this type of purchase.",desktop
283300,2022-08-03,checkout_annual_completepayment.click.fail,"Your card was declined.",desktop
283310,2022-08-01,checkout_monthly_completepayment.click.fail,"Your card number is incorrect.",desktop
283318,2022-08-01,checkout_annual_completepayment.click.fail,"Your card has insufficient funds.",desktop
283325,2022-08-01,checkout_annual_completepayment.click.fail,"Your card was declined.",desktop
283328,2022-08-01,checkout_monthly_completepayment.click.fail,"year field is required",desktop
283357,2022-08-04,checkout_monthly_completepayment.click.fail,"Your card was declined.",desktop
283400,2022-08-01,checkout_lifetime_completepayment.click.fail,"lastName field is required",desktop
283612,2022-09-24,checkout_annual_completepayment.click.fail,"number field is required",desktop
283662,2022-08-28,checkout_data-strategy_completepayment.click.fail,"year field is required",desktop
283691,2022-11-21,checkout_annual_completepayment.click.fail,"year field is required",desktop
283695,2022-08-03,checkout_data-strategy_completepayment.click.fail,"Your card was declined.",desktop
283696,2022-08-06,checkout_monthly_completepayment.click.fail,"year field is required",desktop
283809,2022-08-04,checkout_monthly_completepayment.click.fail,"year field is required",desktop
283840,2022-07-04,checkout_annual_completepayment.click.fail,"number field is required",desktop
283854,2022-08-26,checkout_monthly_completepayment.click.fail,"Your card does not support this type of purchase.",desktop
283859,2022-08-05,checkout_monthly_completepayment.click.fail,"Your card was declined.",desktop
283923,2022-08-11,checkout_annual_completepayment.click.fail,"year field is required",desktop
283927,2022-08-04,checkout_annual_completepayment.click.fail,"year field is required",desktop
284011,2022-08-06,checkout_monthly_completepayment.click.fail,"year field is required",desktop
284028,2022-08-05,checkout_annual_completepayment.click.fail,"Your card was declined.",desktop
284063,2022-08-05,checkout_annual_completepayment.click.fail,"Your card was declined.",desktop
284066,2022-08-05,checkout_annual_completepayment.click.fail,"State field is required",desktop
284141,2022-08-13,checkout_annual_completepayment.click.fail,"year field is required",mobile
284166,2022-08-19,checkout_annual_completepayment.click.fail,"Your card has insufficient funds.",desktop
284180,2022-08-11,checkout_monthly_completepayment.click.fail,"Your card has insufficient funds.",desktop
284191,2022-11-22,checkout_annual_completepayment.click.fail,"year field is required",desktop
284241,2022-08-08,checkout_quarterly_completepayment.click.fail,"lastName field is required",desktop
284258,2022-08-07,checkout_monthly_completepayment.click.fail,"year field is required",desktop
284344,2022-08-08,checkout_annual_completepayment.click.fail,"State field is required",desktop
284420,2022-08-08,checkout_annual_completepayment.click.fail,"lastName field is required",mobile
284438,2022-08-10,checkout_annual_completepayment.click.fail,"number field is required",desktop
284508,2022-11-19,checkout_monthly_completepayment.click.fail,"lastName field is required",desktop
284512,2022-08-09,checkout_monthly_completepayment.click.fail,"State field is required",desktop
284566,2022-08-10,checkout_annual_completepayment.click.fail,"Your card has insufficient funds.",mobile
284657,2022-08-10,checkout_data-strategy_completepayment.click.fail,"number field is required",desktop
284671,2022-08-10,checkout_annual_completepayment.click.fail,"Your card has insufficient funds.",desktop
284845,2022-10-06,checkout_coins_completepayment.click.fail,"number field is required",desktop
284856,2022-11-27,checkout_annual_completepayment.click.fail,"Your card was declined.",desktop
284857,2022-08-11,checkout_data-strategy_completepayment.click.fail,"year field is required",desktop
284873,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",mobile
284927,2022-08-31,checkout_annual_completepayment.click.fail,"number field is required",desktop
285410,2022-11-22,checkout_annual_completepayment.click.fail,"Your card was declined.",mobile
285411,2022-08-14,checkout_annual_completepayment.click.fail,"year field is required",desktop
285504,2022-09-23,checkout_annual_completepayment.click.fail,"State field is required",desktop
285670,2022-08-10,checkout_monthly_completepayment.click.fail,"number field is required",mobile
285737,2022-08-27,checkout_monthly_completepayment.click.fail,"number field is required",desktop
285743,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",desktop
285813,2022-08-15,checkout_annual_completepayment.click.fail,"number field is required",desktop
285878,2022-11-28,checkout_annual_completepayment.click.fail,"number field is required",desktop
285915,2022-08-15,checkout_annual_completepayment.click.fail,"Your card has insufficient funds.",desktop
285974,2022-11-05,checkout_annual_completepayment.click.fail,"number field is required",desktop
286273,2022-11-30,checkout_annual_completepayment.click.fail,"number field is required",desktop
286363,2022-12-21,checkout_coins_completepayment.click.fail,"Your card was declined.",desktop
286487,2022-08-21,checkout_annual_completepayment.click.fail,"number field is required",desktop
286607,2022-08-23,checkout_monthly_completepayment.click.fail,"year field is required",desktop
286616,2022-08-16,checkout_sql-for-data-science-interviews_completepayment.click.fail,"year field is required",desktop
286753,2022-08-18,checkout_annual_completepayment.click.fail,"Your card does not support this type of purchase.",desktop
286819,2022-08-17,checkout_data-strategy_completepayment.click.fail,"year field is required",desktop
286852,2022-12-05,checkout_monthly_completepayment.click.fail,"Your card's security code is incorrect.",desktop
286881,2022-08-18,checkout_monthly_completepayment.click.fail,"number field is required",desktop
286957,2022-08-17,checkout_annual_completepayment.click.fail,"Your card was declined.",mobile
287001,2022-11-22,checkout_annual_completepayment.click.fail,"lastName field is required",mobile
287006,2022-08-18,checkout_monthly_completepayment.click.fail,"Your card's security code is incorrect.",desktop
287028,2022-08-18,checkout_monthly_completepayment.click.fail,"Your card was declined.",desktop
287206,2022-08-19,checkout_quarterly_completepayment.click.fail,"number field is required",desktop
287253,2022-08-19,checkout_annual_completepayment.click.fail,"number field is required",desktop
287330,2022-08-23,checkout_monthly_completepayment.click.fail,"year field is required",desktop
287334,2022-08-20,checkout_annual_completepayment.click.fail,"Your card is not supported for this currency. Please use a Visa or MasterCard card",desktop
287352,2022-08-24,checkout_annual_completepayment.click.fail,"number field is required",mobile
287436,2022-08-21,checkout_monthly_completepayment.click.fail,"zip field is required",mobile
287450,2022-11-03,checkout_annual_completepayment.click.fail,"number field is required",desktop
287523,2022-08-21,checkout_quarterly_completepayment.click.fail,"number field is required",desktop
287531,2022-08-21,checkout_sql-for-data-science-interviews_completepayment.click.fail,"zip field is required",desktop
287548,2022-08-22,checkout_annual_completepayment.click.fail,"year field is required",desktop
287553,2022-08-22,checkout_monthly_completepayment.click.fail,"Your card is not supported.",desktop
287565,2022-11-29,checkout_annual_completepayment.click.fail,"Your card does not support this type of purchase.",desktop
287573,2022-10-25,checkout_monthly_completepayment.click.fail,"Your card has insufficient funds.",desktop
287625,2022-08-22,checkout_annual_completepayment.click.fail,"State field is required",desktop
287688,2022-08-29,checkout_annual_completepayment.click.fail,"Your card does not support this type of purchase.",desktop
287721,2022-08-23,checkout_monthly_completepayment.click.fail,"Your card has insufficient funds.",desktop
287896,2022-08-24,checkout_annual_completepayment.click.fail,"Your card was declined.",desktop
287916,2022-10-29,checkout_monthly_completepayment.click.fail,"year field is required",desktop
287982,2022-08-25,checkout_monthly_completepayment.click.fail,"Your card was declined.",desktop
288021,2022-10-11,checkout_annual_completepayment.click.fail,"year field is required",desktop
288098,2022-08-25,checkout_annual_completepayment.click.fail,"State field is required",mobile
288345,2022-08-28,checkout_annual_completepayment.click.fail,"Your card was declined.",desktop
288355,2022-08-22,checkout_annual_completepayment.click.fail,"number field is required",desktop
288377,2022-08-28,checkout_monthly_completepayment.click.fail,"year field is required",mobile
288426,2022-08-28,checkout_data-strategy_completepayment.click.fail,"number field is required",desktop
288434,2022-08-28,checkout_annual_completepayment.click.fail,"number field is required",desktop
288613,2022-09-01,checkout_quarterly_completepayment.click.fail,"zip field is required",desktop
288637,2022-08-30,checkout_monthly_completepayment.click.fail,"year field is required",desktop
288665,2022-09-05,checkout_annual_completepayment.click.fail,"year field is required",desktop
288708,2022-11-23,checkout_annual_completepayment.click.fail,"year field is required",desktop
288719,2022-10-06,checkout_monthly_completepayment.click.fail,"number field is required",mobile
288739,2022-11-22,checkout_annual_completepayment.click.fail,"number field is required",mobile
288770,2023-01-20,checkout_annual_completepayment.click.fail,"number field is required",desktop
288808,2022-08-31,checkout_annual_completepayment.click.fail,"lastName field is required",desktop
288809,2022-09-04,checkout_annual_completepayment.click.fail,"Your card's security code is incorrect.",mobile
288839,2022-10-03,checkout_annual_completepayment.click.fail,"State field is required",mobile
288884,2022-09-06,checkout_annual_completepayment.click.fail,"year field is required",desktop
288909,2022-09-07,checkout_annual_completepayment.click.fail,"Your card was declined.",desktop
288948,2022-10-15,checkout_lifetime_completepayment.click.fail,"lastName field is required",desktop
288968,2022-11-22,checkout_annual_completepayment.click.fail,"Your card was declined.",mobile
289003,2022-09-08,checkout_monthly_completepayment.click.fail,"Your card is not supported.",desktop
289045,2022-09-01,checkout_data-strategy_completepayment.click.fail,"Your card was declined.",desktop
289177,2022-09-03,checkout_monthly_completepayment.click.fail,"Your card was declined.",desktop
289210,2022-09-02,checkout_annual_completepayment.click.fail,"Your card was declined.",desktop
289211,2022-07-21,checkout_annual_completepayment.click.fail,"Your card was declined.",desktop
289240,2022-09-03,checkout_annual_completepayment.click.fail,"year field is required",mobile
289255,2022-10-18,checkout_quarterly_completepayment.click.fail,"year field is required",desktop
289271,2022-09-03,checkout_annual_completepayment.click.fail,"number field is required",mobile
289359,2023-01-31,checkout_monthly_completepayment.click.fail,"year field is required",desktop
289370,2022-12-26,checkout_annual_completepayment.click.fail,"Your card was declined.",desktop
289535,2022-09-20,checkout_annual_completepayment.click.fail,"year field is required",mobile
289538,2022-09-09,checkout_annual_completepayment.click.fail,"State field is required",desktop
289623,2022-09-07,checkout_monthly_completepayment.click.fail,"month field is required",mobile
289630,2022-10-14,checkout_monthly_completepayment.click.fail,"number field is required",mobile
289655,2022-09-29,checkout_annual_completepayment.click.fail,"zip field is required",mobile
289711,2022-09-07,checkout_annual_completepayment.click.fail,"State field is required",desktop
289717,2022-09-07,checkout_data-strategy_completepayment.click.fail,"Your card was declined.",desktop
289723,2022-10-04,checkout_annual_completepayment.click.fail,"number field is required",mobile
289769,2022-09-21,checkout_monthly_completepayment.click.fail,"lastName field is required",desktop
289802,2022-09-07,checkout_annual_completepayment.click.fail,"lastName field is required",desktop
289824,2022-09-09,checkout_annual_completepayment.click.fail,"Your card has insufficient funds.",desktop
289827,2022-09-07,checkout_monthly_completepayment.click.fail,"year field is required",desktop
289881,2022-09-08,checkout_quarterly_completepayment.click.fail,"number field is required",desktop
289977,2022-12-13,checkout_quarterly_completepayment.click.fail,"number field is required",desktop
290226,2022-09-11,checkout_monthly_completepayment.click.fail,"year field is required",desktop
290303,2022-09-11,checkout_annual_completepayment.click.fail,"number field is required",mobile
290350,2022-09-12,checkout_monthly_completepayment.click.fail,"year field is required",desktop
290374,2022-09-12,checkout_annual_completepayment.click.fail,"year field is required",desktop
290378,2022-11-22,checkout_annual_completepayment.click.fail,"number field is required",desktop
290553,2022-09-13,checkout_annual_completepayment.click.fail,"number field is required",mobile
290590,2022-09-21,checkout_annual_completepayment.click.fail,"Your card was declined.",desktop
290676,2022-09-20,checkout_annual_completepayment.click.fail,"Your card was declined.",desktop
290737,2022-11-30,checkout_annual_completepayment.click.fail,"Your card has insufficient funds.",desktop
290775,2022-09-15,checkout_monthly_completepayment.click.fail,"zip field is required",desktop
290832,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",desktop
290917,2022-09-16,checkout_monthly_completepayment.click.fail,"Your card's security code is incorrect.",desktop
290929,2022-09-29,checkout_annual_completepayment.click.fail,"Your card was declined.",mobile
290953,2022-09-18,checkout_annual_completepayment.click.fail,"State field is required",desktop
291012,2023-01-03,checkout_monthly_completepayment.click.fail,"Your card is not supported.",desktop
291024,2022-09-17,checkout_annual_completepayment.click.fail,"year field is required",mobile
291059,2022-09-17,checkout_monthly_completepayment.click.fail,"Your card has insufficient funds.",desktop
291061,2022-10-12,checkout_monthly_completepayment.click.fail,"year field is required",mobile
291088,2022-10-20,checkout_annual_completepayment.click.fail,"cvv field is required",desktop
291100,2022-09-17,checkout_data-strategy_completepayment.click.fail,"Your card was declined.",desktop
291116,2022-09-18,checkout_annual_completepayment.click.fail,"number field is required",desktop
291165,2022-09-19,checkout_monthly_completepayment.click.fail,"lastName field is required",desktop
291224,2022-12-01,checkout_annual_completepayment.click.fail,"Your card was declined.",desktop
291255,2022-09-19,checkout_annual_completepayment.click.fail,"number field is required",mobile
291256,2022-09-19,checkout_annual_completepayment.click.fail,"number field is required",mobile
291321,2022-09-23,checkout_monthly_completepayment.click.fail,"year field is required",desktop
291334,2022-09-19,checkout_annual_completepayment.click.fail,"Your card was declined.",desktop
291349,2022-09-10,checkout_business_completepayment.click.fail,"number field is required",desktop
291378,2022-09-20,checkout_annual_completepayment.click.fail,"Your card was declined.",mobile
291393,2022-09-20,checkout_annual_completepayment.click.fail,"number field is required",mobile
291398,2022-09-20,checkout_annual_completepayment.click.fail,"year field is required",mobile
291402,2022-09-20,checkout_annual_completepayment.click.fail,"zip field is required",desktop
291404,2022-09-20,checkout_annual_completepayment.click.fail,"Your card was declined.",mobile
291405,2022-11-23,checkout_annual_completepayment.click.fail,"firstName field is required",desktop
291412,2022-09-20,checkout_monthly_completepayment.click.fail,"Your card number is incorrect.",desktop
291419,2022-09-20,checkout_annual_completepayment.click.fail,"number field is required",mobile
291430,2022-11-29,checkout_annual_completepayment.click.fail,"Your card does not support this type of purchase.",desktop
291512,2022-11-21,checkout_monthly_completepayment.click.fail,"Your card's security code is incorrect.",desktop
291541,2022-11-27,checkout_annual_completepayment.click.fail,"lastName field is required",desktop
291589,2022-09-28,checkout_annual_completepayment.click.fail,"year field is required",desktop
291617,2022-09-22,checkout_annual_completepayment.click.fail,"cvv field is required",mobile
291725,2022-09-26,checkout_annual_completepayment.click.fail,"State field is required",desktop
291730,2022-09-23,checkout_annual_completepayment.click.fail,"Your card was declined.",desktop
291742,2022-09-22,checkout_monthly_completepayment.click.fail,"year field is required",desktop
291744,2022-09-28,checkout_annual_completepayment.click.fail,"year field is required",desktop
291745,2022-09-22,checkout_annual_completepayment.click.fail,"State field is required",mobile
291823,2022-09-30,checkout_annual_completepayment.click.fail,"year field is required",mobile
291837,2022-09-23,checkout_annual_completepayment.click.fail,"Your card was declined.",desktop
291853,2022-09-23,checkout_annual_completepayment.click.fail,"State field is required",desktop
291862,2022-09-23,checkout_annual_completepayment.click.fail,"number field is required",mobile
291863,2022-09-23,checkout_monthly_completepayment.click.fail,"number field is required",mobile
291864,2022-09-23,checkout_annual_completepayment.click.fail,"number field is required",mobile
291865,2022-09-23,checkout_annual_completepayment.click.fail,"number field is required",mobile
291867,2022-09-23,checkout_annual_completepayment.click.fail,"number field is required",mobile
291871,2022-09-24,checkout_annual_completepayment.click.fail,"year field is required",desktop
291890,2022-09-24,checkout_annual_completepayment.click.fail,"Your card's security code is incorrect.",desktop
291895,2022-12-21,checkout_annual_completepayment.click.fail,"number field is required",desktop
291975,2022-11-21,checkout_annual_completepayment.click.fail,"Your card was declined.",desktop
291977,2022-09-25,checkout_annual_completepayment.click.fail,"year field is required",mobile
291984,2022-09-25,checkout_annual_completepayment.click.fail,"number field is required",mobile
291998,2022-09-26,checkout_annual_completepayment.click.fail,"Your card was declined.",mobile
292006,2022-11-27,checkout_annual_completepayment.click.fail,"number field is required",desktop
292052,2022-09-25,checkout_annual_completepayment.click.fail,"number field is required",mobile
292055,2022-09-25,checkout_annual_completepayment.click.fail,"number field is required",mobile
292066,2022-09-26,checkout_annual_completepayment.click.fail,"Your card was declined.",desktop
292073,2022-09-30,checkout_annual_completepayment.click.fail,"number field is required",mobile
292086,2022-09-26,checkout_annual_completepayment.click.fail,"Your card was declined.",desktop
292101,2022-09-27,checkout_annual_completepayment.click.fail,"Your card has insufficient funds.",desktop
292114,2022-09-26,checkout_annual_completepayment.click.fail,"year field is required",desktop
292118,2022-09-26,checkout_annual_completepayment.click.fail,"Your card was declined.",mobile
292177,2022-09-27,checkout_annual_completepayment.click.fail,"Your card does not support this type of purchase.",mobile
292369,2022-10-19,checkout_coins_completepayment.click.fail,"lastName field is required",mobile
292374,2022-09-27,checkout_annual_completepayment.click.fail,"Your card is not supported.",mobile
292388,2022-10-02,checkout_annual_completepayment.click.fail,"Your card is not supported.",desktop
292394,2022-09-29,checkout_monthly_completepayment.click.fail,"month field is required",desktop
292402,2022-09-28,checkout_annual_completepayment.click.fail,"month field is required",desktop
292403,2022-11-29,checkout_annual_completepayment.click.fail,"lastName field is required",desktop
292406,2022-09-28,checkout_annual_completepayment.click.fail,"Your card number is incorrect.",desktop
292413,2022-11-24,checkout_annual_completepayment.click.fail,"number field is required",desktop
292424,2022-09-28,checkout_annual_completepayment.click.fail,"lastName field is required",desktop
292428,2022-09-28,checkout_annual_completepayment.click.fail,"lastName field is required",desktop
292438,2022-09-28,checkout_annual_completepayment.click.fail,"year field is required",desktop
292472,2022-09-28,checkout_annual_completepayment.click.fail,"number field is required",mobile
292475,2022-10-11,checkout_annual_completepayment.click.fail,"number field is required",desktop
292486,2022-09-29,checkout_annual_completepayment.click.fail,"month field is required",mobile
292493,2022-10-04,checkout_annual_completepayment.click.fail,"year field is required",mobile
292500,2022-09-29,checkout_annual_completepayment.click.fail,"number field is required",mobile
292524,2022-09-29,checkout_annual_completepayment.click.fail,"year field is required",mobile
292528,2022-09-29,checkout_annual_completepayment.click.fail,"number field is required",mobile
292538,2022-09-29,checkout_annual_completepayment.click.fail,"year field is required",desktop
292560,2022-09-29,checkout_annual_completepayment.click.fail,"Your card has insufficient funds.",desktop
292564,2022-09-29,checkout_annual_completepayment.click.fail,"year field is required",mobile
292573,2022-09-29,checkout_annual_completepayment.click.fail,"Your card was declined.",desktop
292578,2022-09-29,checkout_annual_completepayment.click.fail,"Your card was declined.",desktop
292589,2022-09-29,checkout_annual_completepayment.click.fail,"lastName field is required",desktop
292596,2022-09-29,checkout_annual_completepayment.click.fail,"number field is required",desktop
292601,2022-09-29,checkout_annual_completepayment.click.fail,"year field is required",desktop
292619,2022-12-21,checkout_monthly_completepayment.click.fail,"lastName field is required",desktop
292628,2022-09-30,checkout_annual_completepayment.click.fail,"State field is required",desktop
292629,2022-09-30,checkout_annual_completepayment.click.fail,"year field is required",desktop
292641,2022-09-30,checkout_annual_completepayment.click.fail,"Your card was declined.",desktop
292657,2022-11-22,checkout_annual_completepayment.click.fail,"Your card was declined.",mobile
292720,2022-10-03,checkout_annual_completepayment.click.fail,"year field is required",desktop
292815,2022-10-02,checkout_annual_completepayment.click.fail,"lastName field is required",desktop
292818,2022-10-01,checkout_monthly_completepayment.click.fail,"month field is required",desktop
292862,2022-10-01,checkout_annual_completepayment.click.fail,"year field is required",mobile
292920,2022-10-02,checkout_annual_completepayment.click.fail,"State field is required",desktop
293005,2022-10-08,checkout_lifetime_completepayment.click.fail,"number field is required",desktop
293126,2022-10-03,checkout_monthly_completepayment.click.fail,"year field is required",desktop
293154,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",mobile
293165,2022-09-14,checkout_monthly_completepayment.click.fail,"Your card was declined. Your request was in live mode, but used a known test card.",desktop
293207,2022-10-06,checkout_monthly_completepayment.click.fail,"year field is required",desktop
293259,2022-10-04,checkout_data-strategy_completepayment.click.fail,"number field is required",desktop
293298,2022-10-04,checkout_monthly_completepayment.click.fail,"Your card was declined.",desktop
293303,2022-10-13,checkout_monthly_completepayment.click.fail,"year field is required",desktop
293333,2022-11-22,checkout_annual_completepayment.click.fail,"year field is required",desktop
293345,2022-10-05,checkout_annual_completepayment.click.fail,"number field is required",desktop
293356,2022-10-05,checkout_data-strategy_completepayment.click.fail,"year field is required",desktop
293540,2022-12-03,checkout_monthly_completepayment.click.fail,"number field is required",desktop
293600,2022-10-31,checkout_annual_completepayment.click.fail,"year field is required",desktop
